target,related,unrelated,relation,context
her,him,handle,antonym,[CLS] angela was on [MASK] school bus . [SEP]
her,she,spill,synonym,[CLS] angela was on [MASK] school bus . [SEP]
her,him,handle,antonym,[CLS] she had put [MASK] feet in his lap when they were relaxing . [SEP]
her,she,spill,synonym,[CLS] she had put [MASK] feet in his lap when they were relaxing . [SEP]
here,there,shift,antonym,"[CLS] eventually , the substitute started to complain about being [MASK] . [SEP]"
here,away,tranquil,unclassified,"[CLS] eventually , the substitute started to complain about being [MASK] . [SEP]"
here,there,shift,antonym,"[CLS] as a result , i do n't practice the vault as often and do n't excel [MASK] . [SEP]"
here,away,tranquil,unclassified,"[CLS] as a result , i do n't practice the vault as often and do n't excel [MASK] . [SEP]"
here,there,shift,antonym,"[CLS] brett said he did n't have one , and he was [MASK] illegally . [SEP]"
here,away,tranquil,unclassified,"[CLS] brett said he did n't have one , and he was [MASK] illegally . [SEP]"
here,there,shift,antonym,[CLS] it was finally [MASK] and we had an amazing time ! [SEP]
here,away,tranquil,unclassified,[CLS] it was finally [MASK] and we had an amazing time ! [SEP]
here,there,shift,antonym,"[CLS] now that fall is [MASK] , lisa is ready for the cold weather . [SEP]"
here,away,tranquil,unclassified,"[CLS] now that fall is [MASK] , lisa is ready for the cold weather . [SEP]"
here,there,shift,antonym,[CLS] a tornado came through [MASK] yesterday . [SEP]
here,away,tranquil,unclassified,[CLS] a tornado came through [MASK] yesterday . [SEP]
here,there,shift,antonym,[CLS] birds were singing and it looked like spring was finally [MASK] . [SEP]
here,away,tranquil,unclassified,[CLS] birds were singing and it looked like spring was finally [MASK] . [SEP]
here,there,shift,antonym,[CLS] the dog was asleep on top of them : winter is [MASK] ! [SEP]
here,away,tranquil,unclassified,[CLS] the dog was asleep on top of them : winter is [MASK] ! [SEP]
here,there,shift,antonym,"[CLS] when , i looked inside , [MASK] was only raw meat and vegetables . [SEP]"
here,away,tranquil,unclassified,"[CLS] when , i looked inside , [MASK] was only raw meat and vegetables . [SEP]"
here,there,shift,antonym,[CLS] it was so pretty [MASK] and she knew she was going to have a good time . [SEP]
here,away,tranquil,unclassified,[CLS] it was so pretty [MASK] and she knew she was going to have a good time . [SEP]
hidden,unseen,coyote,synonym,[CLS] one day todd made him a pb&j sandwich with a [MASK] pickle inside . [SEP]
hidden,obvious,value,antonym,[CLS] one day todd made him a pb&j sandwich with a [MASK] pickle inside . [SEP]
hidden,unseen,coyote,synonym,[CLS] tabitha managed to stay [MASK] for a week . [SEP]
hidden,obvious,value,antonym,[CLS] tabitha managed to stay [MASK] for a week . [SEP]
hidden,unseen,coyote,synonym,[CLS] there were so many clothes it was easy to stay [MASK] . [SEP]
hidden,obvious,value,antonym,[CLS] there were so many clothes it was easy to stay [MASK] . [SEP]
hidden,unseen,coyote,synonym,[CLS] dan kept it [MASK] well . [SEP]
hidden,obvious,value,antonym,[CLS] dan kept it [MASK] well . [SEP]
hidden,unseen,coyote,synonym,[CLS] he knew his dog must have [MASK] the shoes there last night ! [SEP]
hidden,obvious,value,antonym,[CLS] he knew his dog must have [MASK] the shoes there last night ! [SEP]
hidden,unseen,coyote,synonym,[CLS] then jen started laughing and told her she had [MASK] it for a joke . [SEP]
hidden,obvious,value,antonym,[CLS] then jen started laughing and told her she had [MASK] it for a joke . [SEP]
hidden,unseen,coyote,synonym,[CLS] logan alluded to a treasure [MASK] behind his house . [SEP]
hidden,obvious,value,antonym,[CLS] logan alluded to a treasure [MASK] behind his house . [SEP]
hidden,unseen,coyote,synonym,[CLS] bo had [MASK] there during the lightning storm the day before . [SEP]
hidden,obvious,value,antonym,[CLS] bo had [MASK] there during the lightning storm the day before . [SEP]
hidden,unseen,coyote,synonym,[CLS] he was on a [MASK] camera television show . [SEP]
hidden,obvious,value,antonym,[CLS] he was on a [MASK] camera television show . [SEP]
hidden,unseen,coyote,synonym,[CLS] barry decided not to trust his schoolmates regarding [MASK] troves . [SEP]
hidden,obvious,value,antonym,[CLS] barry decided not to trust his schoolmates regarding [MASK] troves . [SEP]
high,low,agreement,antonym,[CLS] then a doctor suggested he get a [MASK] - lumen bulb to help him . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] then a doctor suggested he get a [MASK] - lumen bulb to help him . [SEP]
high,low,agreement,antonym,[CLS] ralph 's doctor told him his weight was [MASK] and it was unhealthy . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] ralph 's doctor told him his weight was [MASK] and it was unhealthy . [SEP]
high,low,agreement,antonym,[CLS] by when he was finishing the tide was [MASK] . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] by when he was finishing the tide was [MASK] . [SEP]
high,low,agreement,antonym,[CLS] she tried to clean up the mess but some of the toilet paper [MASK] up . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] she tried to clean up the mess but some of the toilet paper [MASK] up . [SEP]
high,low,agreement,antonym,[CLS] one day he was asked to watch over a [MASK] security offender . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] one day he was asked to watch over a [MASK] security offender . [SEP]
high,low,agreement,antonym,[CLS] zoe set her goals really [MASK] that year . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] zoe set her goals really [MASK] that year . [SEP]
high,low,agreement,antonym,[CLS] she was walking up the front steps in her [MASK] heels . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] she was walking up the front steps in her [MASK] heels . [SEP]
high,low,agreement,antonym,[CLS] tom never turned it up that [MASK] again . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] tom never turned it up that [MASK] again . [SEP]
high,low,agreement,antonym,[CLS] he hated living that [MASK] . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] he hated living that [MASK] . [SEP]
high,low,agreement,antonym,[CLS] lea was used to feeling [MASK] and mighty because her father was rich . [SEP]
high,fever,nurse,backward phrasal associate,[CLS] lea was used to feeling [MASK] and mighty because her father was rich . [SEP]
higher,lower,sentry,antonym,[CLS] he retook the admissions test and scored [MASK] . [SEP]
higher,education,pretend,backward phrasal associate,[CLS] he retook the admissions test and scored [MASK] . [SEP]
higher,lower,sentry,antonym,"[CLS] however , he started to freeze after climbing [MASK] . [SEP]"
higher,education,pretend,backward phrasal associate,"[CLS] however , he started to freeze after climbing [MASK] . [SEP]"
higher,lower,sentry,antonym,"[CLS] after becoming the champion at the local track , he set his goals [MASK] . [SEP]"
higher,education,pretend,backward phrasal associate,"[CLS] after becoming the champion at the local track , he set his goals [MASK] . [SEP]"
higher,lower,sentry,antonym,[CLS] everyone just piled it on [MASK] . [SEP]
higher,education,pretend,backward phrasal associate,[CLS] everyone just piled it on [MASK] . [SEP]
higher,lower,sentry,antonym,[CLS] he tried to catch it but it kept flying [MASK] . [SEP]
higher,education,pretend,backward phrasal associate,[CLS] he tried to catch it but it kept flying [MASK] . [SEP]
higher,lower,sentry,antonym,[CLS] the balloon inched [MASK] in the air and kelsi tensed up . [SEP]
higher,education,pretend,backward phrasal associate,[CLS] the balloon inched [MASK] in the air and kelsi tensed up . [SEP]
higher,lower,sentry,antonym,[CLS] she makes me jump faster and [MASK] because i want to the best . [SEP]
higher,education,pretend,backward phrasal associate,[CLS] she makes me jump faster and [MASK] because i want to the best . [SEP]
higher,lower,sentry,antonym,[CLS] bidding kept going [MASK] but she was not going to cave ! [SEP]
higher,education,pretend,backward phrasal associate,[CLS] bidding kept going [MASK] but she was not going to cave ! [SEP]
higher,lower,sentry,antonym,[CLS] he continued to get [MASK] in government . [SEP]
higher,education,pretend,backward phrasal associate,[CLS] he continued to get [MASK] in government . [SEP]
higher,lower,sentry,antonym,[CLS] it grew brighter and [MASK] until it broke into two pieces . [SEP]
higher,education,pretend,backward phrasal associate,[CLS] it grew brighter and [MASK] until it broke into two pieces . [SEP]
highway,freeway,confusion,NA,[CLS] one day eleanor decided to join the [MASK] cleanup team . [SEP]
highway,lane,maze,perceptual property,[CLS] one day eleanor decided to join the [MASK] cleanup team . [SEP]
highway,freeway,confusion,NA,[CLS] jane was driving on the [MASK] . [SEP]
highway,lane,maze,perceptual property,[CLS] jane was driving on the [MASK] . [SEP]
highway,freeway,confusion,NA,"[CLS] they drove down the [MASK] in an awkward , uncomfortable silence . [SEP]"
highway,lane,maze,perceptual property,"[CLS] they drove down the [MASK] in an awkward , uncomfortable silence . [SEP]"
highway,freeway,confusion,NA,[CLS] he was driving on the 4 lane [MASK] from sydney to brisbane . [SEP]
highway,lane,maze,perceptual property,[CLS] he was driving on the 4 lane [MASK] from sydney to brisbane . [SEP]
highway,freeway,confusion,NA,[CLS] the cars went too fast on the [MASK] . [SEP]
highway,lane,maze,perceptual property,[CLS] the cars went too fast on the [MASK] . [SEP]
highway,freeway,confusion,NA,[CLS] she was on the street instead of on the [MASK] because of the traffic . [SEP]
highway,lane,maze,perceptual property,[CLS] she was on the street instead of on the [MASK] because of the traffic . [SEP]
highway,freeway,confusion,NA,"[CLS] she walked straight across the [MASK] , barefoot , to the bus stop . [SEP]"
highway,lane,maze,perceptual property,"[CLS] she walked straight across the [MASK] , barefoot , to the bus stop . [SEP]"
highway,freeway,confusion,NA,[CLS] they had to walk along a winding [MASK] through the woods . [SEP]
highway,lane,maze,perceptual property,[CLS] they had to walk along a winding [MASK] through the woods . [SEP]
highway,freeway,confusion,NA,"[CLS] emma 's baby was born healthy , but on the side of the [MASK] . [SEP]"
highway,lane,maze,perceptual property,"[CLS] emma 's baby was born healthy , but on the side of the [MASK] . [SEP]"
highway,freeway,confusion,NA,[CLS] the restaurant was across the [MASK] . [SEP]
highway,lane,maze,perceptual property,[CLS] the restaurant was across the [MASK] . [SEP]
hill,steep,wick,perceptual property,[CLS] bob and sue were walking through the park when they came upon a [MASK] . [SEP]
hill,incline,birthday,unclassified,[CLS] bob and sue were walking through the park when they came upon a [MASK] . [SEP]
hill,steep,wick,perceptual property,[CLS] bobby 's friend stan bet him he could not skateboard down the big [MASK] . [SEP]
hill,incline,birthday,unclassified,[CLS] bobby 's friend stan bet him he could not skateboard down the big [MASK] . [SEP]
hill,steep,wick,perceptual property,[CLS] ana was sledding down a snowy [MASK] . [SEP]
hill,incline,birthday,unclassified,[CLS] ana was sledding down a snowy [MASK] . [SEP]
hill,steep,wick,perceptual property,[CLS] he ran out of energy halfway up the [MASK] . [SEP]
hill,incline,birthday,unclassified,[CLS] he ran out of energy halfway up the [MASK] . [SEP]
hill,steep,wick,perceptual property,[CLS] now tom lives in a mansion at the top of a giant [MASK] . [SEP]
hill,incline,birthday,unclassified,[CLS] now tom lives in a mansion at the top of a giant [MASK] . [SEP]
hill,steep,wick,perceptual property,[CLS] before she was off the [MASK] her tires began to spin . [SEP]
hill,incline,birthday,unclassified,[CLS] before she was off the [MASK] her tires began to spin . [SEP]
hill,steep,wick,perceptual property,[CLS] he climbed to the top of the steepest [MASK] in the neighborhood . [SEP]
hill,incline,birthday,unclassified,[CLS] he climbed to the top of the steepest [MASK] in the neighborhood . [SEP]
hill,steep,wick,perceptual property,[CLS] i reached the top of the [MASK] before he did . [SEP]
hill,incline,birthday,unclassified,[CLS] i reached the top of the [MASK] before he did . [SEP]
hill,steep,wick,perceptual property,[CLS] bill 's family lived on a [MASK] . [SEP]
hill,incline,birthday,unclassified,[CLS] bill 's family lived on a [MASK] . [SEP]
hill,steep,wick,perceptual property,[CLS] the old house sat empty on the top of the [MASK] . [SEP]
hill,incline,birthday,unclassified,[CLS] the old house sat empty on the top of the [MASK] . [SEP]
hit,miss,list,antonym,[CLS] someone bet him $ 5000 that he could not [MASK] a dime from 100 yards . [SEP]
hit,pounce,degrade,unclassified,[CLS] someone bet him $ 5000 that he could not [MASK] a dime from 100 yards . [SEP]
hit,miss,list,antonym,[CLS] ben [MASK] on a married woman . [SEP]
hit,pounce,degrade,unclassified,[CLS] ben [MASK] on a married woman . [SEP]
hit,miss,list,antonym,[CLS] my house was being [MASK] by heavy winds and rainy . [SEP]
hit,pounce,degrade,unclassified,[CLS] my house was being [MASK] by heavy winds and rainy . [SEP]
hit,miss,list,antonym,[CLS] chad [MASK] a telephone pole . [SEP]
hit,pounce,degrade,unclassified,[CLS] chad [MASK] a telephone pole . [SEP]
hit,miss,list,antonym,[CLS] another fence board [MASK] him in the head from behind . [SEP]
hit,pounce,degrade,unclassified,[CLS] another fence board [MASK] him in the head from behind . [SEP]
hit,miss,list,antonym,"[CLS] unfortunately , i [MASK] the send all button and sent it to everyone . [SEP]"
hit,pounce,degrade,unclassified,"[CLS] unfortunately , i [MASK] the send all button and sent it to everyone . [SEP]"
hit,miss,list,antonym,[CLS] david is [MASK] by the train and killed . [SEP]
hit,pounce,degrade,unclassified,[CLS] david is [MASK] by the train and killed . [SEP]
hit,miss,list,antonym,[CLS] she immediately got [MASK] and smacked me with her purse . [SEP]
hit,pounce,degrade,unclassified,[CLS] she immediately got [MASK] and smacked me with her purse . [SEP]
hit,miss,list,antonym,"[CLS] bill got a cool drink , some directions , and [MASK] the road again ! [SEP]"
hit,pounce,degrade,unclassified,"[CLS] bill got a cool drink , some directions , and [MASK] the road again ! [SEP]"
hit,miss,list,antonym,"[CLS] the next game , he [MASK] the biggest home run ever . [SEP]"
hit,pounce,degrade,unclassified,"[CLS] the next game , he [MASK] the biggest home run ever . [SEP]"
hold,grip,irritating,synonym,[CLS] niam got out of his bed to [MASK] the baby . [SEP]
hold,stall,equal,synonym,[CLS] niam got out of his bed to [MASK] the baby . [SEP]
hold,grip,irritating,synonym,[CLS] the cashier told my friend that she would [MASK] the items . [SEP]
