isolated_context,constraint,category
[CLS] then the [MASK] informed her that she might be eligible for free ones . [SEP],0.0904698223,1
[CLS] she decided to buy the plant and bring it home to [MASK] it . [SEP],0.1954956278,2
[CLS] emily wants to become a [MASK] . [SEP],0.2226068676,3
"[CLS] finally , the [MASK] told him he was the doctor ! [SEP]",0.354260087,4
[CLS] cain had a broken arm and the [MASK] wrapped it in a cast . [SEP],0.443439275,5
"[CLS] when the [MASK] brought out the needle , joe promptly fainted ! [SEP]",0.5291632265,6
[CLS] wendy landed her first job as a [MASK] at a nursing home . [SEP],0.6570328474,7
"[CLS] suddenly a [MASK] popped her head out , ' it 's a boy ! ' . [SEP]",0.7533770502,8
[CLS] he skinned his knee badly and was taken away to the [MASK] . [SEP],0.8575336337,9
[CLS] i work as a registered [MASK] in a busy trauma center . [SEP],0.994356215,10
"[CLS] but his [MASK] created stress , making him more sick . [SEP]",0.0558250928,1
"[CLS] at the convention , she met a few people who shared her [MASK] . [SEP]",0.1481967792,2
[CLS] his [MASK] had turned the hobby into a catalyst for more purpose . [SEP],0.2627012134,3
"[CLS] so when her daughter shared her space [MASK] , lola smiled . [SEP]",0.3927112669,4
[CLS] sally 's son benji had an [MASK] about worms . [SEP],0.4567633569,5
[CLS] karen had an [MASK] with dolphins . [SEP],0.598808825,6
[CLS] paula 's coffee [MASK] made her more stressed than before . [SEP],0.6628283858,7
[CLS] missi had always had an [MASK] with the great barrier reef . [SEP],0.7134094238,8
[CLS] i developed an [MASK] with the titanic . [SEP],0.8903200328,9
[CLS] pauline had an [MASK] with garden gnomes . [SEP],0.9186185896,10
[CLS] tom had never been to the [MASK] before . [SEP],0.0392232798,1
[CLS] lucy dreamed to fly over the [MASK] . [SEP],0.1322037019,2
[CLS] the littlest epps filled the moat with [MASK] water . [SEP],0.2308559194,3
[CLS] the crab swam into the [MASK] . [SEP],0.3515947461,4
[CLS] my friends and i decided to go swimming in the [MASK] . [SEP],0.4419362694,5
[CLS] he took his board and paddled into the [MASK] . [SEP],0.5456313938,6
[CLS] he looked into the [MASK] and saw many fins . [SEP],0.6803585887,7
[CLS] we ended our day with a dip in the cool [MASK] . [SEP],0.7632468045,8
[CLS] tina was visiting her family 's home at the [MASK] . [SEP],0.8220883608,9
[CLS] she was so afraid of [MASK] water that she ended her vacation plans . [SEP],0.9435779154,10
[CLS] it is this [MASK] show on youtube . [SEP],0.0788530782,1
[CLS] mary gave gina an [MASK] look . [SEP],0.1265754998,2
[CLS] the title was so [MASK] she had to read it . [SEP],0.2015635073,3
[CLS] suddenly they heard some [MASK] noises . [SEP],0.3286971152,4
[CLS] this was [MASK] for the middle of the day . [SEP],0.4602272809,5
[CLS] bill does [MASK] jobs all summer . [SEP],0.5503358394,6
[CLS] she started to feel [MASK] getting onto the ferris wheel . [SEP],0.6749194264,7
"[CLS] after digging for a minute , i noticed an [MASK] shape in the soil . [SEP]",0.7282268703,8
[CLS] he spent the summer doing [MASK] jobs to save up cash . [SEP],0.8508043587,9
[CLS] ben was frightened by [MASK] noises he heard coming from the darkness . [SEP],0.9813145995,10
[CLS] the switch was set to [MASK] . [SEP],0.08531546,1
[CLS] the oven was [MASK] but he was glad that he checked . [SEP],0.1420165,2
[CLS] the electricity around the neighborhood turned [MASK] . [SEP],0.2948079,3
[CLS] it accidentally went [MASK] . [SEP],0.3922007,4
[CLS] when they got back to her house all the lights were [MASK] . [SEP],0.4828436,5
"[CLS] as she turned [MASK] the tv , a door suddenly slammed shut upstairs . [SEP]",0.571046,6
[CLS] i turned [MASK] my computer so i would n't cheat . [SEP],0.697131,7
[CLS] when the buzzer went [MASK] he opened the washer . [SEP],0.7461320758,8
[CLS] tom 's alarm did not go [MASK] . [SEP],0.8669078,9
[CLS] hours later her alarm went [MASK] three times . [SEP],0.9887093,10
[CLS] last week i went to buy supplies for my [MASK] . [SEP],0.0558010209,1
[CLS] jerry was drenched when he arrived back to the [MASK] . [SEP],0.1974273846,2
[CLS] he realized it was actually saturday and his [MASK] was closed . [SEP],0.2296204567,3
"[CLS] at the end of the quarter , don was the top salesman in the [MASK] ! [SEP]",0.3917377293,4
[CLS] sam took his lunch break by the pond outside his [MASK] building . [SEP],0.4720828533,5
[CLS] he leaned back in his [MASK] chair . [SEP],0.5824567974,6
[CLS] colby was at the orthodontist 's [MASK] . [SEP],0.6393857151,7
[CLS] he went to the doctor 's [MASK] to get the wound closed . [SEP],0.779784143,8
[CLS] she went to the nurse 's [MASK] . [SEP],0.8098109365,9
[CLS] the teacher sent tim to the principal 's [MASK] for punishment ! [SEP],0.9478178024,10
[CLS] henry 's father [MASK] teases henry 's mother about the mailman . [SEP],0.0993143246,1
[CLS] he [MASK] worked the night shift . [SEP],0.177364625,2
[CLS] he was [MASK] picked on and picked last in the team . [SEP],0.201138705,3
[CLS] he would [MASK] go on long walks at night . [SEP],0.3613325059,4
[CLS] he feels that his boss disrespects him [MASK] in the office . [SEP],0.4776599258,5
"[CLS] she [MASK] ate a bar after school , or during lunch . [SEP]",0.5895620733,6
[CLS] he tried to conquer it [MASK] . [SEP],0.6256600916,7
[CLS] he [MASK] took trips into local caves and studied different species . [SEP],0.7723659575,8
[CLS] she is [MASK] late for work and today she got in trouble for it . [SEP],0.8393328488,9
[CLS] i 've been right more [MASK] than anybody else i know . [SEP],0.9874531031,10
[CLS] jamie had to pay for the [MASK] . [SEP],0.0341727994,1
[CLS] the [MASK] caught fire and soon the deck was burning too . [SEP],0.191009827,2
[CLS] i massaged it with medicinal [MASK] when i got home . [SEP],0.2332260013,3
[CLS] alan needed to get an [MASK] change . [SEP],0.3412986994,4
[CLS] on his way home he noticed that [MASK] was dripping out his bag . [SEP],0.4729776233,5
[CLS] the [MASK] splattered on my hand . [SEP],0.5513944775,6
[CLS] nicole loved to write by an [MASK] lamp at night . [SEP],0.650866136,7
[CLS] bob bought an [MASK] change business on a busy highway . [SEP],0.7561861575,8
[CLS] she went to the store and bought a canvas and [MASK] paints . [SEP],0.8475902677,9
"[CLS] unfortunately , there was an [MASK] spill off the coast earlier this year . [SEP]",0.9931558967,10
[CLS] everyone was [MASK] . [SEP],0.0781869702,1
[CLS] his flight seemed [MASK] at first but quickly devolved into a mess . [SEP],0.1710910834,2
[CLS] carol rushed him to the vet where he was found to be [MASK] . [SEP],0.2833774686,3
[CLS] his wife spent time taking care of him and making sure he was [MASK] . [SEP],0.3016840219,4
[CLS] after the game his parents told him it was [MASK] and gave him a hug . [SEP],0.4283264726,5
[CLS] maggie is [MASK] with the ticket to prove she is still young and hip . [SEP],0.5337804705,6
"[CLS] she almost panicked as she swam , but luckily she made it out [MASK] . [SEP]",0.6885893643,7
"[CLS] some of the music is [MASK] , but most of it was bad . [SEP]",0.7100373805,8
"[CLS] tami was worried about gina , and wanted to make sure she was [MASK] . [SEP]",0.8488318026,9
[CLS] he said that it was [MASK] to go . [SEP],0.9604384601,10
[CLS] he was also very [MASK] . [SEP],0.074503244800000007,1
[CLS] he misses the familiarity of his [MASK] track . [SEP],0.1475661509,2
[CLS] the previous one was as [MASK] as the house . [SEP],0.2664116248,3
[CLS] chris found some [MASK] magazines in the attic while cleaning . [SEP],0.3199538738,4
[CLS] next door lived an [MASK] woman who liked animals . [SEP],0.4111385792,5
[CLS] her children were worried that she was getting too [MASK] . [SEP],0.5511651039,6
"[CLS] as i toured the rooms of an [MASK] castle , i got quite a fright . [SEP]",0.6575911045,7
"[CLS] while she was there , she noticed an [MASK] , black cat . [SEP]",0.7724287808,8
[CLS] my sister - in - law has a one year [MASK] grandson . [SEP],0.8159166574,9
[CLS] he recognized an [MASK] childhood friend from a few years ago . [SEP],0.964214772,10
[CLS] it was not [MASK] . [SEP],0.0621622447,1
[CLS] his son was turning eight but he put an extra [MASK] for good luck . [SEP],0.1979017854,2
[CLS] he fell asleep and left the computer [MASK] . [SEP],0.2030964494,3
[CLS] the man turned [MASK] his music . [SEP],0.389226,4
[CLS] i turned the engine [MASK] and started to drive . [SEP],0.4137438,5
[CLS] he decided to turn [MASK] the heat in his house . [SEP],0.5708576,6
[CLS] cindy rolled up her windows and put the ac [MASK] . [SEP],0.6795779169,7
[CLS] she had put it [MASK] the side of the sink . [SEP],0.719081,8
"[CLS] one day , his computer would not turn [MASK] . [SEP]",0.8663696349,9
[CLS] he likes to turn [MASK] the air conditioner to stay cool . [SEP],0.9075274,10
"[CLS] [MASK] , my girlfriend was on a trip to the taj mahal for school . [SEP]",0.0959286653,1
"[CLS] [MASK] , there was a little girl with a pet rabbit . [SEP]",0.1622756049,2
[CLS] [MASK] he was with his squad at a brothel in paris . [SEP],0.2391575202,3
[CLS] he heard a smoke detector chirping [MASK] every few seconds . [SEP],0.3487968594,4
[CLS] [MASK] changed she ran to the car to wait for grandpa . [SEP],0.4911324233,5
[CLS] she drove straight to her mom 's home and saw problems at [MASK] . [SEP],0.5118097067,6
[CLS] it is [MASK] again pumpkin season . [SEP],0.696509704,7
"[CLS] [MASK] her voice was turned down , i came back inside . [SEP]",0.7065128684,8
[CLS] [MASK] the teacher finished she asked tami about the folder . [SEP],0.8802491128,9
[CLS] vianna [MASK] lost her phone at school . [SEP],0.9459314048,10
[CLS] we shredded the potato and [MASK] . [SEP],0.0992834456,1
[CLS] she worried - they ate [MASK] with every meal ! [SEP],0.1450054869,2
[CLS] but when she got her order it was a small [MASK] ring . [SEP],0.2654609457,3
[CLS] he tried to break the record for the most [MASK] eaten in 10 minutes . [SEP],0.3900956213,4
[CLS] finally i put it all together with sliced tomatoes and [MASK] . [SEP],0.4059163034,5
[CLS] it took him 30 minutes to chop an [MASK] . [SEP],0.535691604,6
[CLS] we videoed as he sliced an [MASK] behind his back . [SEP],0.6862057,7
[CLS] she bought a bag or sour cream and [MASK] chips . [SEP],0.7162806988,8
[CLS] she ordered the cheeseburger and [MASK] rings . [SEP],0.8633975387,9
"[CLS] finally , they agreed upon corn dogs , [MASK] rings , and funnel cakes . [SEP]",0.9266547561,10
[CLS] unfortunately it was n't [MASK] during lunch . [SEP],0.0687650573,1
[CLS] but now that a car had driven on it she wondered if it were [MASK] . [SEP],0.1735963523,2
[CLS] carlton had learned how to [MASK] a can using a rough stone . [SEP],0.2222337574,3
[CLS] thanks to jimmy john 's for being [MASK] on a sunday at midnight ! [SEP],0.3212414905,4
[CLS] one day my cousins gate blew [MASK] in a bad wind storm . [SEP],0.4926972538,5
[CLS] she saw a jewelry store where you could [MASK] an oyster . [SEP],0.5509763658,6
[CLS] allie then decided she was going to [MASK] up a salon . [SEP],0.6027508229,7
[CLS] he had to [MASK] up the window to let out some smoke . [SEP],0.783506453,8
[CLS] someone shouted from inside when he tried to [MASK] the door . [SEP],0.80073940750000006,9
[CLS] gina 's mother hated when the gate was left [MASK] . [SEP],0.9076105356,10
[CLS] she was told to keep checking her email account for a sudden [MASK] . [SEP],0.0863197297,1
[CLS] the next day he woke up to see her [MASK] the package . [SEP],0.1864484698,2
[CLS] he pulled into third place and looked for an [MASK] . [SEP],0.2805276439,3
[CLS] she figured it was a joke and kept [MASK] the box to find more boxes . [SEP],0.3822506368,4
[CLS] alex asked many people if they knew of a job [MASK] . [SEP],0.408127442,5
[CLS] one day he sees a job [MASK] at his local butcher . [SEP],0.5510052443,6
[CLS] she was told there may be an [MASK] and she could move . [SEP],0.6479927599,7
[CLS] he wanted to showcase his talents by [MASK] a gallery . [SEP],0.773175627,8
"[CLS] [MASK] the bag , she saw that she 'd somehow ruined the popcorn . [SEP]",0.8099296093,9
[CLS] he was supposed to be at the auditorium for [MASK] night . [SEP],0.9314656556,10
[CLS] him and his family was very worried about the [MASK] . [SEP],0.0777644925,1
[CLS] the doctor told him a simple [MASK] could get rid of the problem . [SEP],0.1516759321,2
[CLS] he needed an [MASK] . [SEP],0.216805,3
"[CLS] the [MASK] , understandably , terrified her . [SEP]",0.3830387145,4
[CLS] his doctor decided tim must have an [MASK] on his tonsils . [SEP],0.4592972994,5
[CLS] timmy was taken away and put in prison and his [MASK] was over . [SEP],0.5436671823,6
[CLS] gerry died during the [MASK] on the tumor . [SEP],0.6271745265,7
[CLS] it turns out he had a brain tumor and had to get an [MASK] . [SEP],0.7010178864,8
[CLS] my friend 's son had a knee [MASK] . [SEP],0.8777517378,9
"[CLS] on july 12th , our friend 's 24 year old son had a knee [MASK] . [SEP]",0.957443893,10
[CLS] he traded his [MASK] for another kid 's banana and honey packet . [SEP],0.0525140138,1
[CLS] the cat was [MASK] with blue eyes and a bushy tail . [SEP],0.1894629747,2
[CLS] she saw the prettiest pair of [MASK] and blue sandals . [SEP],0.2548387349,3
[CLS] i hate having pulp in my [MASK] juice . [SEP],0.3673288524,4
[CLS] he began consuming an [MASK] everyday . [SEP],0.4815993756,5
[CLS] she auditioned for the [MASK] box dance company . [SEP],0.5141869038,6
[CLS] wendy held out her hand and saw her palm was vivid [MASK] . [SEP],0.6448646039,7
[CLS] he spotted an [MASK] on the kitchen table . [SEP],0.7049880326,8
[CLS] she hid a bottle of [MASK] juice in her coat and then ran out . [SEP],0.8852021992,9
[CLS] ben wanted a glass of [MASK] juice . [SEP],0.9518226683,10
[CLS] jeff is [MASK] one one sunny day in the mountains . [SEP],0.0930558257,1
[CLS] she wanted to know why amy and her friends were [MASK] at 12 am . [SEP],0.1973824,2
[CLS] he moved [MASK] as soon as he could . [SEP],0.2835233063,3
[CLS] one day while [MASK] with his friends he decided to go to a pizza place . [SEP],0.3162195086,4
[CLS] she gets [MASK] to see what 's wrong with her car . [SEP],0.4242994487,5
[CLS] alice 's friends invited her [MASK] to lunch . [SEP],0.5215212,6
[CLS] i took my girlfriend [MASK] to the restaurant . [SEP],0.6515095532,7
[CLS] she was interested in trying it [MASK] . [SEP],0.7063870132,8
[CLS] i flipped [MASK] the pocket to observe the hole . [SEP],0.8688609004,9
[CLS] it went over the crowd and [MASK] of the park . [SEP],0.9548981786,10
[CLS] tom loved the [MASK] . [SEP],0.0202132156,1
[CLS] they allowed her to enjoy the [MASK] without dealing with allergies . [SEP],0.1830858812,2
[CLS] the dance was [MASK] and rainy would ruin it ! [SEP],0.2140983753,3
[CLS] george loved the fall weather and was anxious to get [MASK] . [SEP],0.3805675805,4
[CLS] tom loved nature and the [MASK] . [SEP],0.4359699041,5
[CLS] the dumpsters are [MASK] . [SEP],0.5396350026,6
[CLS] i had been reading [MASK] wearing shorts . [SEP],0.6266150773,7
[CLS] todd found the [MASK] experience hot and uncomfortable . [SEP],0.7269265056,8
[CLS] i went and read [MASK] . [SEP],0.8611725867,9
[CLS] she decides she would like for them to spend more time [MASK] . [SEP],0.9832226932,10
[CLS] the grease in the [MASK] caught fire . [SEP],0.04943646,1
[CLS] he put it in the [MASK] and started watching tv . [SEP],0.1318972409,2
[CLS] he put a potato in the [MASK] . [SEP],0.2127186656,3
[CLS] i prepared his favorite casserole and placed it in the [MASK] . [SEP],0.3549253792,4
[CLS] i put the tray into the [MASK] to cook . [SEP],0.4877970964,5
[CLS] she used it to get a hot casserole out of the [MASK] . [SEP],0.5216511339,6
[CLS] the meal smelled good when he opened the [MASK] . [SEP],0.6238330305,7
"[CLS] when the dough was done , she put the cookies in the [MASK] . [SEP]",0.718552053,8
[CLS] he got all the ingredients combined and put the cake in the [MASK] . [SEP],0.8138207793,9
[CLS] she opened the [MASK] and panicked . [SEP],0.9713363945,10
[CLS] she tried to dote and exercise on her [MASK] . [SEP],0.0894037746,1
