category,constraint,target,related,unrelated,context,related_context,unrelated_context
open_class,high,nun,convent,slope,"[CLS] after many months , she let go of the real world to become a [MASK] . [SEP]","[CLS] convent. after many months , she let go of the real world to become a [MASK] . [SEP]","[CLS] slope. after many months , she let go of the real world to become a [MASK] . [SEP]"
open_class,high,nun,habit,evaluate,"[CLS] after many months , she let go of the real world to become a [MASK] . [SEP]","[CLS] habit. after many months , she let go of the real world to become a [MASK] . [SEP]","[CLS] evaluate. after many months , she let go of the real world to become a [MASK] . [SEP]"
open_class,low,nun,convent,slope,[CLS] she wanted to be a [MASK] . [SEP],[CLS] convent. she wanted to be a [MASK] . [SEP],[CLS] slope. she wanted to be a [MASK] . [SEP]
open_class,low,nun,habit,evaluate,[CLS] she wanted to be a [MASK] . [SEP],[CLS] habit. she wanted to be a [MASK] . [SEP],[CLS] evaluate. she wanted to be a [MASK] . [SEP]
open_class,low,nurse,uniform,years,[CLS] my niece picked him up from the [MASK] 's office . [SEP],[CLS] uniform. my niece picked him up from the [MASK] 's office . [SEP],[CLS] years. my niece picked him up from the [MASK] 's office . [SEP]
open_class,low,nurse,patient,birds,[CLS] my niece picked him up from the [MASK] 's office . [SEP],[CLS] patient. my niece picked him up from the [MASK] 's office . [SEP],[CLS] birds. my niece picked him up from the [MASK] 's office . [SEP]
open_class,high,nurse,uniform,years,[CLS] the school [MASK] could tell his arm was broken and called mark 's mom . [SEP],[CLS] uniform. the school [MASK] could tell his arm was broken and called mark 's mom . [SEP],[CLS] years. the school [MASK] could tell his arm was broken and called mark 's mom . [SEP]
open_class,high,nurse,patient,birds,[CLS] the school [MASK] could tell his arm was broken and called mark 's mom . [SEP],[CLS] patient. the school [MASK] could tell his arm was broken and called mark 's mom . [SEP],[CLS] birds. the school [MASK] could tell his arm was broken and called mark 's mom . [SEP]
open_class,high,nut,cashew,oregano,[CLS] rhonda worked at a [MASK] roasting factory . [SEP],[CLS] cashew. rhonda worked at a [MASK] roasting factory . [SEP],[CLS] oregano. rhonda worked at a [MASK] roasting factory . [SEP]
open_class,high,nut,crunchy,down,[CLS] rhonda worked at a [MASK] roasting factory . [SEP],[CLS] crunchy. rhonda worked at a [MASK] roasting factory . [SEP],[CLS] down. rhonda worked at a [MASK] roasting factory . [SEP]
open_class_problems,low,nut,cashew,oregano,[CLS] she cracked the shell and ate the [MASK] . [SEP],[CLS] cashew. she cracked the shell and ate the [MASK] . [SEP],[CLS] oregano. she cracked the shell and ate the [MASK] . [SEP]
open_class_problems,low,nut,crunchy,down,[CLS] she cracked the shell and ate the [MASK] . [SEP],[CLS] crunchy. she cracked the shell and ate the [MASK] . [SEP],[CLS] down. she cracked the shell and ate the [MASK] . [SEP]
open_class,high,object,thing,pyramid,[CLS] he saw an [MASK] on the ground so he stopped to look . [SEP],[CLS] thing. he saw an [MASK] on the ground so he stopped to look . [SEP],[CLS] pyramid. he saw an [MASK] on the ground so he stopped to look . [SEP]
open_class,high,object,material,lit,[CLS] he saw an [MASK] on the ground so he stopped to look . [SEP],[CLS] material. he saw an [MASK] on the ground so he stopped to look . [SEP],[CLS] lit. he saw an [MASK] on the ground so he stopped to look . [SEP]
open_class,low,object,thing,pyramid,"[CLS] feeling the thin wood [MASK] in his hand , he closed his eyes . [SEP]","[CLS] thing. feeling the thin wood [MASK] in his hand , he closed his eyes . [SEP]","[CLS] pyramid. feeling the thin wood [MASK] in his hand , he closed his eyes . [SEP]"
open_class,low,object,material,lit,"[CLS] feeling the thin wood [MASK] in his hand , he closed his eyes . [SEP]","[CLS] material. feeling the thin wood [MASK] in his hand , he closed his eyes . [SEP]","[CLS] lit. feeling the thin wood [MASK] in his hand , he closed his eyes . [SEP]"
open_class,low,obsession,compulsion,lamb,[CLS] her [MASK] followed her all through school . [SEP],[CLS] compulsion. her [MASK] followed her all through school . [SEP],[CLS] lamb. her [MASK] followed her all through school . [SEP]
open_class,low,obsession,lust,interesting,[CLS] her [MASK] followed her all through school . [SEP],[CLS] lust. her [MASK] followed her all through school . [SEP],[CLS] interesting. her [MASK] followed her all through school . [SEP]
open_class,high,obsession,compulsion,lamb,[CLS] buying him a watch only slightly shifted his [MASK] . [SEP],[CLS] compulsion. buying him a watch only slightly shifted his [MASK] . [SEP],[CLS] lamb. buying him a watch only slightly shifted his [MASK] . [SEP]
open_class,high,obsession,lust,interesting,[CLS] buying him a watch only slightly shifted his [MASK] . [SEP],[CLS] lust. buying him a watch only slightly shifted his [MASK] . [SEP],[CLS] interesting. buying him a watch only slightly shifted his [MASK] . [SEP]
open_class,high,obstacle,overcome,steel,[CLS] rick was running an [MASK] course . [SEP],[CLS] overcome. rick was running an [MASK] course . [SEP],[CLS] steel. rick was running an [MASK] course . [SEP]
open_class,high,obstacle,impediment,caravan,[CLS] rick was running an [MASK] course . [SEP],[CLS] impediment. rick was running an [MASK] course . [SEP],[CLS] caravan. rick was running an [MASK] course . [SEP]
open_class,low,obstacle,overcome,steel,"[CLS] this month , they booked in for an [MASK] course in the forest . [SEP]","[CLS] overcome. this month , they booked in for an [MASK] course in the forest . [SEP]","[CLS] steel. this month , they booked in for an [MASK] course in the forest . [SEP]"
open_class,low,obstacle,impediment,caravan,"[CLS] this month , they booked in for an [MASK] course in the forest . [SEP]","[CLS] impediment. this month , they booked in for an [MASK] course in the forest . [SEP]","[CLS] caravan. this month , they booked in for an [MASK] course in the forest . [SEP]"
open_class,high,ocean,sea,dependent,[CLS] the seal went back into [MASK] . [SEP],[CLS] sea. the seal went back into [MASK] . [SEP],[CLS] dependent. the seal went back into [MASK] . [SEP]
open_class,high,ocean,sponge,salute,[CLS] the seal went back into [MASK] . [SEP],[CLS] sponge. the seal went back into [MASK] . [SEP],[CLS] salute. the seal went back into [MASK] . [SEP]
open_class,low,ocean,sea,dependent,[CLS] we were stuck out on the [MASK] for a week . [SEP],[CLS] sea. we were stuck out on the [MASK] for a week . [SEP],[CLS] dependent. we were stuck out on the [MASK] for a week . [SEP]
open_class,low,ocean,sponge,salute,[CLS] we were stuck out on the [MASK] for a week . [SEP],[CLS] sponge. we were stuck out on the [MASK] for a week . [SEP],[CLS] salute. we were stuck out on the [MASK] for a week . [SEP]
open_class,high,octopus,squid,bit,[CLS] he always wanted to be an [MASK] . [SEP],[CLS] squid. he always wanted to be an [MASK] . [SEP],[CLS] bit. he always wanted to be an [MASK] . [SEP]
open_class,high,octopus,eight,prayer,[CLS] he always wanted to be an [MASK] . [SEP],[CLS] eight. he always wanted to be an [MASK] . [SEP],[CLS] prayer. he always wanted to be an [MASK] . [SEP]
open_class,low,octopus,squid,bit,"[CLS] after she finished , she found out it had been [MASK] . [SEP]","[CLS] squid. after she finished , she found out it had been [MASK] . [SEP]","[CLS] bit. after she finished , she found out it had been [MASK] . [SEP]"
open_class,low,octopus,eight,prayer,"[CLS] after she finished , she found out it had been [MASK] . [SEP]","[CLS] eight. after she finished , she found out it had been [MASK] . [SEP]","[CLS] prayer. after she finished , she found out it had been [MASK] . [SEP]"
open_class,high,odd,even,percent,[CLS] i thought it was [MASK] that they were out so late . [SEP],[CLS] even. i thought it was [MASK] that they were out so late . [SEP],[CLS] percent. i thought it was [MASK] that they were out so late . [SEP]
open_class,high,odd,unique,peak,[CLS] i thought it was [MASK] that they were out so late . [SEP],[CLS] unique. i thought it was [MASK] that they were out so late . [SEP],[CLS] peak. i thought it was [MASK] that they were out so late . [SEP]
open_class,low,odd,even,percent,[CLS] he said my speech was eloquent and my mannerisms [MASK] . [SEP],[CLS] even. he said my speech was eloquent and my mannerisms [MASK] . [SEP],[CLS] percent. he said my speech was eloquent and my mannerisms [MASK] . [SEP]
open_class,low,odd,unique,peak,[CLS] he said my speech was eloquent and my mannerisms [MASK] . [SEP],[CLS] unique. he said my speech was eloquent and my mannerisms [MASK] . [SEP],[CLS] peak. he said my speech was eloquent and my mannerisms [MASK] . [SEP]
open_class,low,offense,defense,acquire,[CLS] the umpire takes [MASK] and penalizes mary . [SEP],[CLS] defense. the umpire takes [MASK] and penalizes mary . [SEP],[CLS] acquire. the umpire takes [MASK] and penalizes mary . [SEP]
open_class,low,offense,federal,therapy,[CLS] the umpire takes [MASK] and penalizes mary . [SEP],[CLS] federal. the umpire takes [MASK] and penalizes mary . [SEP],[CLS] therapy. the umpire takes [MASK] and penalizes mary . [SEP]
open_class,high,offense,defense,acquire,[CLS] his manager warned him that one more [MASK] he would be fired . [SEP],[CLS] defense. his manager warned him that one more [MASK] he would be fired . [SEP],[CLS] acquire. his manager warned him that one more [MASK] he would be fired . [SEP]
open_class,high,offense,federal,therapy,[CLS] his manager warned him that one more [MASK] he would be fired . [SEP],[CLS] federal. his manager warned him that one more [MASK] he would be fired . [SEP],[CLS] therapy. his manager warned him that one more [MASK] he would be fired . [SEP]
open_class,low,office,post,entertainment,[CLS] sally was going to surprise the [MASK] with a cake . [SEP],[CLS] post. sally was going to surprise the [MASK] with a cake . [SEP],[CLS] entertainment. sally was going to surprise the [MASK] with a cake . [SEP]
open_class,low,office,oval,recognition,[CLS] sally was going to surprise the [MASK] with a cake . [SEP],[CLS] oval. sally was going to surprise the [MASK] with a cake . [SEP],[CLS] recognition. sally was going to surprise the [MASK] with a cake . [SEP]
open_class,high,office,post,entertainment,[CLS] jim was running for a political [MASK] . [SEP],[CLS] post. jim was running for a political [MASK] . [SEP],[CLS] entertainment. jim was running for a political [MASK] . [SEP]
open_class,high,office,oval,recognition,[CLS] jim was running for a political [MASK] . [SEP],[CLS] oval. jim was running for a political [MASK] . [SEP],[CLS] recognition. jim was running for a political [MASK] . [SEP]
open_class,high,often,frequency,navigator,"[CLS] she [MASK] ate a bar after school , or during lunch . [SEP]","[CLS] frequency. she [MASK] ate a bar after school , or during lunch . [SEP]","[CLS] navigator. she [MASK] ate a bar after school , or during lunch . [SEP]"
open_class,high,often,sometimes,fumes,"[CLS] she [MASK] ate a bar after school , or during lunch . [SEP]","[CLS] sometimes. she [MASK] ate a bar after school , or during lunch . [SEP]","[CLS] fumes. she [MASK] ate a bar after school , or during lunch . [SEP]"
open_class,low,often,frequency,navigator,[CLS] wayne [MASK] felt angry for no reason . [SEP],[CLS] frequency. wayne [MASK] felt angry for no reason . [SEP],[CLS] navigator. wayne [MASK] felt angry for no reason . [SEP]
open_class,low,often,sometimes,fumes,[CLS] wayne [MASK] felt angry for no reason . [SEP],[CLS] sometimes. wayne [MASK] felt angry for no reason . [SEP],[CLS] fumes. wayne [MASK] felt angry for no reason . [SEP]
open_class,high,oil,grease,treble,[CLS] she heard that using coconut [MASK] would help to detangle it . [SEP],[CLS] grease. she heard that using coconut [MASK] would help to detangle it . [SEP],[CLS] treble. she heard that using coconut [MASK] would help to detangle it . [SEP]
open_class,high,oil,quart,lightheaded,[CLS] she heard that using coconut [MASK] would help to detangle it . [SEP],[CLS] quart. she heard that using coconut [MASK] would help to detangle it . [SEP],[CLS] lightheaded. she heard that using coconut [MASK] would help to detangle it . [SEP]
open_class,low,oil,grease,treble,[CLS] rick wished he had just gone to the shop for an [MASK] change . [SEP],[CLS] grease. rick wished he had just gone to the shop for an [MASK] change . [SEP],[CLS] treble. rick wished he had just gone to the shop for an [MASK] change . [SEP]
open_class,low,oil,quart,lightheaded,[CLS] rick wished he had just gone to the shop for an [MASK] change . [SEP],[CLS] quart. rick wished he had just gone to the shop for an [MASK] change . [SEP],[CLS] lightheaded. rick wished he had just gone to the shop for an [MASK] change . [SEP]
open_class,high,okay,aright,builder,[CLS] she simply said [MASK] when i tried to say goodbye . [SEP],[CLS] aright. she simply said [MASK] when i tried to say goodbye . [SEP],[CLS] builder. she simply said [MASK] when i tried to say goodbye . [SEP]
open_class,high,okay,stable,splinter,[CLS] she simply said [MASK] when i tried to say goodbye . [SEP],[CLS] stable. she simply said [MASK] when i tried to say goodbye . [SEP],[CLS] splinter. she simply said [MASK] when i tried to say goodbye . [SEP]
open_class,low,okay,aright,builder,[CLS] at the end of the day his boss told him it was [MASK] . [SEP],[CLS] aright. at the end of the day his boss told him it was [MASK] . [SEP],[CLS] builder. at the end of the day his boss told him it was [MASK] . [SEP]
open_class,low,okay,stable,splinter,[CLS] at the end of the day his boss told him it was [MASK] . [SEP],[CLS] stable. at the end of the day his boss told him it was [MASK] . [SEP],[CLS] splinter. at the end of the day his boss told him it was [MASK] . [SEP]
open_class,high,old,age,manner,[CLS] becky 's dad is a cranky [MASK] man who does n't go to family gatherings . [SEP],[CLS] age. becky 's dad is a cranky [MASK] man who does n't go to family gatherings . [SEP],[CLS] manner. becky 's dad is a cranky [MASK] man who does n't go to family gatherings . [SEP]
open_class,high,old,veteran,dollars,[CLS] becky 's dad is a cranky [MASK] man who does n't go to family gatherings . [SEP],[CLS] veteran. becky 's dad is a cranky [MASK] man who does n't go to family gatherings . [SEP],[CLS] dollars. becky 's dad is a cranky [MASK] man who does n't go to family gatherings . [SEP]
